text,labels
Thiên đường xhcn là đây :v,"[1,1,1,1,1,1,0,0,0,0,0]"
Thiện ác đáo đầu chung hữu khánh ,"[0,0,0,0,0,0,0,0,0]"
Thieu y thức,"[0,0,0,0,0,0]"
Thien Yet kkk đi con xẹp,"[0,0,0,0,0,0,0,0,0,0,0]"
thien yet kkk đi con xẹp,"[0,0,0,0,0,0,0,0,0,0,0]"
Thien Kim phạt 14tr/1 giây . Nhân lên mới vửa,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thien An kẹt ở bến bạch đằng 3 tiếng mà như 3 năm 🤗,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Thíchănthịt Nhưnglàthịtnướng vãi thật, mùa này nhìu content phết ấy =))))","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thích trả nghiệp nên bị diêm vương trả lại mạng đuổi về dương gian,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thích thể hiện,"[0,0,0,0,0]"
thích thế chời ơi,"[0,0,0,0,0,0,0]"
Thích sống ảo ak,"[1,1,1,1,1,0]"
Thích nổi tiếng đây mà …,"[0,0,0,0,0,0,0,0]"
Thích nổi tiếng à.mong sao chức năng phạt nặng vào,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Thích nổi tiếng,"[0,0,0,0,0]"
Thích nổi thì đc như ý nguyện,"[0,0,0,0,0,0,0,0,0]"
Thích nổi giờ dk nổi luôn,"[0,0,0,0,0,0,0,0,0]"
Thích nói gì thì nói xog lên mạng xin lỗi là con ngừoi mày đã thay đổi được rồi à.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
thích gây sự chú ý chứ iu gì kiểu đấy,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Thích đi quá mà ko dám 🥹,"[0,0,0,0,0,0,0,0,0]"
Thích câu view câu like  thì cứ phải mạnh tay cho 2.idol tóp mỡ nhớ ngày hôm nay 😎😎,"[0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thích cái nết như z,"[0,0,0,0,0,0,0]"
Thích  gây  chú ý  đó mà .. chịu thua  luôn,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Thì tụi m làm máy địt của ảnh đi chắc được á,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Thị trường smartphone bão hòa rồi còn  như trước nữa đâu. Giờ chỉ còn cái danh,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thì sao??? Vẫn đẹp! Các bạn hạch sách vừa thôi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thì ra tỉu 3 nhiều đến v,"[0,0,0,0,0,0,0,0,0,0]"
thì ra là con của đbqh xấu hổ dùm nhà tướng tá dạy ra thằng con mất dạy haha nhà có đbqh mà dạy con k ra gì nhà tướng tá có con em ruột như vậy thì điều binh khiển lính người ta có nghe cũng không phục dạy con em không được thì nói ai nghe mà đi làm cao ăn lương nhiều uổng tiền dân tự biết là gia đình có truyền thống cách mạng nhưng từng hành động tư cách cho thấy sự hỗn láo xấc xược xúc phạm người cao tuổi người sống trong gia đình được giáo dục tốt từ nhỏ không như vậy ngay cả numbr em bé bán hàng rong bán vé số cũng lễ phép hơn tụi này nó chỉ xin lỗi vì ảnh hưởng đến lợi ích gia đình nó thôi nó sợ gia đình nó không còn mạnh để chở che nó nữa à bài xl của nó rất giống từ ai viết kkk,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Thì ra đây là hậu quả của một vụ tngt trước đó. Tội cho bé gái và cả người cha đã 44, quá uất ức.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thì ra công lý phải tự tìm,"[0,0,0,0,0,0,0,0,0]"
Thì ra chị Quỳnh không cầm hoa là để gắn trên áo anh Lâm 🥰,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thi Phuong Anh thấy chị sáng suốt chưa nè,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Thì phải sống để còn trả nghiệp,kiểu sống ko bằng chết á...ám ảnh cả đời cho coi!","[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
Thì nó có học đâu mà chả thế,"[1,1,1,1,1,1,1,1,1,0]"
Thị Nghĩa e ở đâu,"[0,0,0,0,0,0,0]"
Thì nên lộp thay vì mua mới,"[1,1,1,1,1,1,1,1,1,0]"
Thì mấy bả cũng diễu binh nhưng diễu theo thời nay này mà như xưa nước ngoài cho trái chạy ko kịp chứ ở đó đc vậy,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Thì kệ mẹ người ta đi, việc nhà chúng mày à🙂","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Thì kệ cô ấy đi,"[0,0,0,0,0,0,0]"
Thị Hương,"[0,0,0,0]"
Thị Huyền Trân biển người yêu nước,"[0,0,0,0,0,0,0,0,0]"
"Thí dụ mình là hoa hau hay siêu mẫu j đó thì mặc ao dài ra chup đi cho xong, bày đặt mặc áo đoàn lam j cho chúng phán xet","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thị Diễm ren ngó đẹp hơn cô dâu ri,"[0,0,0,0,0,0,0,0,0,0,0]"
Thì ăn hối lộ nhiều nên cũng cần cảm nghĩ ăn nhiều hay ít,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thg Trưởng ca huyện giờ cũng bỏ ăn luôn rồi.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thg tài xế xe tải nó làm gia đình cha con ng ta li tán mà vẫn sống ung dung đc...t chỉ mong nữa đời còn lại nó phải sống như người thực v.ật để trả cái nghiệp nó gây ra,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thg tài xế vẫn còn sống hả mọi ng oi ?,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thg tai xe nay no con lai xe tiep thi xom muong gi no cung ray ra tai nan nua,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thg này sống thì cũng không bình thường vì nó phải trả nợ đời .2 cha con aPhuc sẽ theo ám nó suốt đời.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thg này nghiệp quá nặng bắn vào đầu mà vẫn sống,"[0,0,0,0,0,0,0,1,1,1,0,0,0,0]"
thg này ko chớt âu cũng là số nó phải sống để chịu bản án mới đang đc dtra lại,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thg này ko chớt âu cũng là số nó phải sống để chịu bản án mới đang đc dtra lại,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Thg này đáng phải chết,"[1,1,1,1,1,1,1,0]"
Thg ác thì k ngủm. Ng chẳng có tội thì mất cả 2 cha con,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
Thêm nick tiktok cô hái gia liu nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thêm những đứa làm sai nữa,"[0,0,0,0,0,0,0,0]"
Thêm cái ông edit nhạc nữa chời qowu🥲🥲🥲,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
thêm cái ông edit nhạc nữa chời qowu,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thêm cái loại đứng ra lm sai biến trắng thành đen nữa. Cho nó nghiệp luôn đi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thêm cái huy hiệu đảng nữa cháu ạ,"[0,0,0,0,0,0,0,0,0,0]"
"Thêm 1,2 viên nữa là ngon rồi,tội ng cha quá","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế Toại tr ơi,"[0,0,0,0,0,0]"
Thế thì. Ăn Chung Thân là đẹp,"[0,0,0,0,0,0,0,0,0,0]"
Thế thì thua rùi,"[0,0,0,0,0,0,0]"
Thế thì chịu,"[0,0,0,0,0]"
thề thằng này đúng kiểu làm ác xong nghiệp quật xong nó cứ ngẫn ngợ rồi nằm numbr chỗ cho gia đình nó phải chịu hậu quả cùng rồi tán gia bại sản đời cha ăn mặn đời con khát nước ấy chứ chết luôn thì nó lại sướng quá,"[0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thề thằng này đúng kiểu làm ác xong nghiệp quật xong nó cứ ngẫn ngợ rồi nằm 1 chỗ cho gia đình nó phải chịu hậu quả cùng rồi tán gia bại sản đời cha ăn mặn đời con khát nước ấy chứ chết luôn thì nó lại sướng quá,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế thằng áo vàng không chết hả,"[0,0,0,0,0,0,0,0,0]"
Thế số cao quá. Đáng ra cầm theo con dao bắn nằm rồi cứa cuống họng. Đc sống lại là chiến thắng .buồn ghê,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Thế sao nó không chết luôn đi nhỉ,"[1,1,1,1,1,1,1,1,1,0]"
Thế rồi đứa nào quê :))),"[0,0,0,0,0,0,0,0,0,0,0]"
Thề phiền vcl éo hiểu đu trend hay gì lúc ngta làm nhiệm vụ cứ ra quấy rối rất khó chịu . Cứ tưởng thế là hay,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Thế phải vả cho nó vài phát vào mắt chó 🐶🐶 nó,"[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]"
Thế nổ 1 phát thôi à,"[0,0,0,0,0,0,0,0]"
Thế nó bại não rồi ai đi tù thay nó nhỉ . Tội ông bố không bồi thêm cho nó hết băng đi để loại nó hồi lại nó lại làm hại xã hội này,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế ngta hay nói: người xấu ma chê quỷ hờn.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế ng cha hi sinh vô ích ah đm ng ác sống dai nhờ công !ý chưa đc thực thi rồi...,"[0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế này thì diễu binh quân đội họ đi bằng lối nào ??? 😅,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"thế này mà lx vô tội , đổ hết tội lên con bé con","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế này dạy con cháu ở nhà kiểu gì 🥴,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Thể nào mai mốt đúa con trai ông ấy lớn nó cũng cho 1 viên ah,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế mới thấy luật pháp VN mục nát cỡ nào,"[0,0,0,0,1,1,1,1,1,0,0,0]"
"Thế mới khổ cho bố con nhà kia , giết người ko đc thì mình lại chết , người ko quyền thế bao giờ cũng khổ","[0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Thế mới càng thấy dân ta yêu nước, yêu hoà bình và tình thần đoàn kết ý chí quật cường, không sợ nếm mật nằm gai, khoét núi ngủ hầm, mưa dầm cơm vắt, quyết tâm chiến thắng.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
thế mới biết nỗi uất hận của bố đến nhường nào,"[0,0,0,0,0,1,1,0,0,0,0,0,0]"
Thế mới biết giả dối là thế nào,"[0,0,0,0,1,1,0,0,0,0]"
Thế mới bảo bọn ác thường sống zai.cơ mà sống để bị dày vò cả thể xác lẫn tinh thần mới là trả nghiệp cho cả dòng họ 3 bề 4 bên nhà nó hiểu thế nào là luật nhân quả,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
thế một đám ko ai cản con đười ươi 🦧 xổng chuồng này sao,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế méo nào bóp viên thứ 2 lại kẹt đạn Kẻ ác thì thường sống dai,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
Thế mà......,"[0,0,0,0,0]"
"thế mà vẫn sống được,dai vl","[0,0,0,0,0,0,0,0,0,0,0]"
Thế mà thằng tài xế nó ko chết nhỉ tội nghiệp hai bố con,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế mà sống đc ak...,"[0,0,0,0,0,0,0,0]"
Thê ma no ko chêt tiêc qua,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Thế mà nó ko chết đc . tức thật,"[1,1,1,1,1,1,1,0,1,1,0]"
Thế mà mỹ nói chỉ là thuốc diệt cỏ😂,"[1,1,1,1,1,1,1,1,1,1,1,0]"
Thế mà Mỹ bảo chỉ phun thuốc trừ sâu thôi =))) tàn dư nặng quá,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế mà kog chết vẩy dsi,"[1,1,1,1,1,1,1,1,1,0]"
thế mà không chết phí quá,"[0,0,0,0,0,0,0,0]"
Thế mà không chết phí quá,"[1,1,1,1,1,1,1,0]"
"Thế mà khi nào cũng nêu cao khẩu hiệu, học tập và làm theo tấm gương đạo đức Hồ Chí Minh","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế mà k chết nhỉ tội nghiệp cho ông chú kia với con gái ổng ghê,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế mà họ đồn 2vck a ly thân em khóc hết nước mắt. Cđm ít có ác lắm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế mà đéo chết 🥲 Nguyen Tung Anh,"[1,1,1,1,1,1,0,0,0,0,0]"
"Thế mà đéo chết ,,,,, thật là ko công bằng","[1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0]"
Thế mà đéo chết,"[1,1,1,1,1,1,0]"
thế mà đéo chết,"[0,0,0,1,1,1,0]"
thế mà,"[0,0,0,0]"
"thế lực thù địch luôn tìm mọi cách để lôi kéo, lợi dụng giới trẻ, gây “tự diễn biến”, “tự chuyển hoá” trong bộ phận thanh niên, làm phai nhạt lý tưởng cách mạng, suy thoái đạo đức, lối sống trong thế hệ tương lai của đất nước.Dù là đội viên hay đoàn viên thì đều là những người yêu nước kế thừa truyền thống tốt đẹp của cha ông, HH Kì Duyên không có gì là không đúng cả, đối tượng Ăn Như Heo kia chỉ là phàm phu tục tử mà thôi.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế lực ngầm quá mạnh,"[1,1,1,1,1,1,0]"
Thể loại nốn lừng bất chấp nhiều thế... Cường Nguyễn cào háng ăn vạ cho hay,"[1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0]"
Thể loại này đừng nói nhiều cở tuổi ông bà nó mà nó nc kiểu mắc dạy này thì để xã hội dạy nó chứ ba mẹ nó dạy củng ko dc đâu mọi người ạk ✅🙏🏼,"[0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
thể loại này đừng nói nhiều cở tuổi ông bà nó mà nó nc kiểu mắc dạy này thì để xã hội dạy nó chứ ba mẹ nó dạy củng ko dc đâu mọi người ạk,"[0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Thể loại này bắn bỏ đi, để sống chật đất còn gây thêm gánh nặng cho xã hội","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thể loại ko có ý thức này làm ô uế xã hội !,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0]"
Thể loại kiểu rớt não,"[1,1,1,1,1,1,0]"
Thể loại j ko biết ln mấy má làm mất hình ảnh phụ nữ wa đàn bà con gái j ko có nết na    j la đẹp giữ chưa,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế lại thiệt,"[0,0,0,0,0]"
"Thế lại hay, sống mà trả nghiệp, chết liền thì lại tốt quá, sống dở dở ương ương báo cha báo mẹ báo gia đình lại hay","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0]"
Thế lại co thêm hai ido nữa ra đời chán thật,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế là xong gay dựng bao nhiêu,"[0,0,0,0,0,0,0,0,0]"
Thế là vẫn bị sống rồi,"[0,0,0,0,0,0,0,0]"
Thế là uổng mạng của ông Bố rồi 🥺🥺🥺,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
"thế là trống dc gần chục gế à , đỡ phải cho về hưu tốn tiền kkk","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế là phí cả 2bố con,"[0,0,0,0,0,0,0,0,0]"
Thế là nổi tiếng,"[0,0,0,0,0,0]"
Thế là nó lại đẻ trứng đc rồi,"[0,0,0,0,0,0,0,0,0,0]"
Thế là nó Ko chết mà 2 cha con đều bỏ mạng vì nó . Rồi còn vợ và đứa con còn lại sống sao,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế là người cha lại chết lãng phí rôi.,"[0,0,0,0,0,0,0,0,0,0,0,0]"
thế là mỗi đứa 7 củ ...cầu đc ước thấy rồi 🤣,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế là mất mạng,"[0,0,0,0,0,0]"
Thế là mất điện thoại thật mà :)),"[0,0,0,0,0,0,0,0,0,0,0,0]"
Thế là lại Sàn,"[0,0,0,0,0,0]"
Thế là Ko chết à,"[0,0,0,0,0,0,0]"
Thế là k mất đt mà là mất tiền à 😁,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
thế là hai bố con chết 1 cách vô nghĩa à,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế là giờ mới mất mặt,"[1,1,1,1,1,1,1,0]"
Thế là chú công cốc r,"[0,0,0,0,0,0,0,0]"
Thế là chết oan à.,"[0,0,0,0,0,0,0,0]"
Thế là chết oan 2 mạng.,"[0,0,0,0,0,0,0,0,0]"
thế là chết oan 2 mạng ah :(,"[0,0,0,0,0,0,0,0,0,0,0]"
thế là bố mẹ mày không dậy mày rồi,"[0,0,0,0,0,0,0,0,0,0,0]"
Thê là 2 cha con chêt oan ah,"[0,0,0,0,0,0,0,0,0,0,0,0]"
thế ko bồi cho nó viên nữa,"[0,0,0,0,0,0,0,0,0]"
Thể hiện kiểu vô ý thức vậy mẹ,"[0,0,0,0,1,1,1,1,1,0]"
Thể hiện cái nhân phẩm và tự trọng quá thấp .,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế hệ thiểu năng,"[1,1,1,1,1,1,0]"
thế hệ nu lo 🤣 chứ 9x-8x ai mà như vậy🥲,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Thế hệ 7X, 8X như chúng tôi đây khi bước vào trường học đã được quý thầy cô dạy những câu lễ phép với người lớn tuổi huống hồ chi đây là những ân nhân của đất nước vì vậy “TRƯỜNG VĂN LANG “ cần xem lại câu “Tiên học lễ, hậu học văn” nhé!!! (Xin lỗi tôi không có ý quơ đũa cả nắm đâu nhé)","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế giới nhìn Việt Nam 1 ánh mắt thán phục🥰,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Thế Giới Di Động tuyển toàn em chân dài, chắc là cảm thấy sức khỏe không đáp ứng nổi nữa thì nhường cho các anh em khác","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Thế giới Di Động giờ thấy vắng , không xôm như trước. Còn lượng mua online nhiều 0 thì o biết .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế giới di động giờ hình ảnh và chất lượng quá kém,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế giới di động bảo hành điện thoại quá lâu nên ko còn là lựa chọn hàng đầu,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế đống tiền tôi bỏ vào cổ phiếu của TGDD  làm sao sinh lời?,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế đéo nào ông a bồi cho phát nữa thì khẩu súng nó lại bị trục chạc.nen ko ĐK.chi tiếc ông a và cháu bé.hi sinh 2mag mà vẫn ko đổi dk lấy 1.tiec cho số phận a trai.chet vẫn ko dk như ý,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"thế đéo nào nó khôbg chêta con mẹ nó đi nhị, sống mà thất đức thì mày sống chắc để mhìn thằng bố con mẹ mày lần lượt ra đi🤣🤣🤣","[0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế đéo nào dạo này cứ làm sai hay gì cái là lên xl nhỉ riêng cái này t đéo chấp nhận xl.,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0]"
thế đéo nào dạo này cứ làm sai hay gì cái là lên xl nhỉ riêng cái này t đéo chấp nhận xl,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0]"
Thế đél chết vl nhỉ,"[0,0,0,0,0,0,0,0,0,0]"
Thể dục thể thao là để khoẻ mạnh phụng sự tổ quốc. Hoan nghênh nhiệt liệt.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
thể dục thể thao là để khoẻ mạnh phụng sự tổ quốc hoan nghênh nhiệt liệt,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Thế cứ xin lỗi là xong à. Mang tiếng học này học kia mà cư sử k khác ng vô học.,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
thế cứ xin lỗi là xong à mang tiếng học này học kia mà cư sử k khác ng vô học,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0]"
Thế còn con mẹ nó xin lỗi chưa vậy mọi người?,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
thế còn con mẹ nó xin lỗi chưa vậy mọi người,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
Thế có khổ k! Trả thù ntn thiệt mình khổ vk con,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Thế cho biết,!¡!!","[0,0,0,0,0,0,0,0,0,0,0]"
Thế chịu ấy,"[0,0,0,0,0]"
Thế cái ông lái xe bị bắn có sao ko,"[0,0,0,1,1,1,1,1,0,0,0,0]"
thế bạn KỲ Duyên này có phải tổng phụ trách hội đồng đội ko? Mà ăn mặc vậy? Chào tay kiểu đội thế nào có biết ko? Bảo dốt thì tự ái,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0]"
Thế anh truyền lửa vào tay nhà đầu tư ah,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Theo tui,anh ấy là một người cha vī đại.cộng đồng sẽ lấy lại công bằng cho a và con gái.a và con gái yên nghỉ nhé và sớm được siêu thoát.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Theo tui tui ko dùng từ nạn nhân, mà là tài xế cán chết người trong vụ nổ súng qua con nguy kịch mới đúng","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Theo tui thì đó là lòng Hiếu khác vì đội nữ quân nhân cô ấy tự hào vì mình  cũng là nữ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Theo tui nghĩ. 2 bên đừong đáng lẽ phải có rào chắn tầm thắt lưng thì hợp lý,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
